entrezID	chromo	start	end	assembly	strand	symbol
10991	chr3	50242692	50258406	GRCh37.p13	+	SLC38A3
2771	chr3	50264120	50296786	GRCh37.p13	+	GNAI2
101928931	chr3	50304073	50304997	GRCh37.p13	-	LOC101928931
7869	chr3	50305040	50314573	GRCh37.p13	+	SEMA3B
132228	chr3	50316458	50325545	GRCh37.p13	+	LSMEM2
7866	chr3	50325163	50330648	GRCh37.p13	-	IFRD2
8372	chr3	50330259	50336899	GRCh37.p13	-	HYAL3
24142	chr3	50333833	50336852	GRCh37.p13	-	NAT6
3373	chr3	50337320	50349812	GRCh37.p13	-	HYAL1
8692	chr3	50355221	50360281	GRCh37.p13	-	HYAL2
11334	chr3	50362341	50365668	GRCh37.p13	-	TUSC2
11186	chr3	50367217	50378367	GRCh37.p13	-	RASSF1
51364	chr3	50378537	50383459	GRCh37.p13	-	ZMYND10
10641	chr3	50384918	50388486	GRCh37.p13	-	NPRL2
11068	chr3	50388265	50391500	GRCh37.p13	+	CYB561D2
11070	chr3	50392180	50396939	GRCh37.p13	-	TMEM115
9254	chr3	50400230	50540892	GRCh37.p13	-	CACNA2D2
101928965	chr3	50402787	50405628	GRCh37.p13	+	LOC101928965
100873400	chr3	50457212	50457330	GRCh37.p13	+	RNA5SP131
51161	chr3	50595456	50608458	GRCh37.p13	-	C3orf18
51409	chr3	50606583	50622422	GRCh37.p13	+	HEMK1
1154	chr3	50643885	50649262	GRCh37.p13	-	CISH
7867	chr3	50649293	50686728	GRCh37.p13	+	MAPKAPK3
100616138	chr3	50712511	50712594	GRCh37.p13	+	MIR4787
1795	chr3	50712672	51421629	GRCh37.p13	+	DOCK3
646592	chr3	50823686	50826127	GRCh37.p13	-	ZNF652P1
100422602	chr3	50914496	50915092	GRCh37.p13	-	ST13P14
7873	chr3	51422692	51426828	GRCh37.p13	+	MANF
29890	chr3	51428699	51435339	GRCh37.p13	+	RBM15B
9730	chr3	51433298	51534018	GRCh37.p13	-	VPRBP
23132	chr3	51575596	51697634	GRCh37.p13	+	RAD54L2
51368	chr3	51705191	51738339	GRCh37.p13	+	TEX264
100873401	chr3	51728481	51728598	GRCh37.p13	-	RNA5SP132
2912	chr3	51741081	51752629	GRCh37.p13	+	GRM2
440956	chr3	51812577	51813256	GRCh37.p13	-	IQCF6
100506840	chr3	51851619	51853651	GRCh37.p13	+	IQCF4
401067	chr3	51860899	51864874	GRCh37.p13	+	IQCF3
389123	chr3	51895645	51897440	GRCh37.p13	+	IQCF2
101928999	chr3	51907612	51909783	GRCh37.p13	+	LOC101928999
389124	chr3	51907737	51909600	GRCh37.p13	-	IQCF5
132141	chr3	51928892	51937386	GRCh37.p13	-	IQCF1
9136	chr3	51967442	51975957	GRCh37.p13	-	RRP9
10039	chr3	51976297	51982883	GRCh37.p13	+	PARP3
118442	chr3	51989330	51991520	GRCh37.p13	+	GPR62
57060	chr3	51991470	52001482	GRCh37.p13	-	PCBP4
84836	chr3	52002526	52008646	GRCh37.p13	-	ABHD14B
25864	chr3	52007700	52015216	GRCh37.p13	+	ABHD14A
100526760	chr3	52009042	52023218	GRCh37.p13	+	ABHD14A-ACY1
95	chr3	52017300	52023218	GRCh37.p13	+	ACY1
6159	chr3	52027644	52029958	GRCh37.p13	-	RPL29
101929702	chr3	52042111	52056099	GRCh37.p13	+	LOC101929702
1849	chr3	52082935	52090461	GRCh37.p13	-	DUSP7
100128378	chr3	52096110	52099128	GRCh37.p13	-	LINC00696
25886	chr3	52109249	52188720	GRCh37.p13	-	POC1A
391538	chr3	52227061	52229007	GRCh37.p13	+	ALDOAP1
211	chr3	52232099	52248343	GRCh37.p13	+	ALAS1
54106	chr3	52255096	52260179	GRCh37.p13	-	TLR9
11344	chr3	52262626	52273183	GRCh37.p13	-	TWF2
101929029	chr3	52273274	52275113	GRCh37.p13	+	LOC101929029
101929054	chr3	52278842	52279721	GRCh37.p13	+	LOC101929054
132160	chr3	52279782	52284615	GRCh37.p13	+	PPM1M
80335	chr3	52288438	52312659	GRCh37.p13	-	WDR82
406890	chr3	52302294	52302377	GRCh37.p13	-	MIRLET7G
132158	chr3	52321836	52329272	GRCh37.p13	+	GLYCTK
406925	chr3	52328235	52328324	GRCh37.p13	-	MIR135A1
25981	chr3	52350335	52434513	GRCh37.p13	+	DNAH1
140921	chr3	52407668	52409065	GRCh37.p13	+	PPP2R5CP
8314	chr3	52435020	52444121	GRCh37.p13	-	BAP1
51533	chr3	52444577	52457657	GRCh37.p13	+	PHF7
56920	chr3	52467268	52479112	GRCh37.p13	-	SEMA3G
7134	chr3	52485107	52488057	GRCh37.p13	-	TNNC1
11188	chr3	52489524	52527088	GRCh37.p13	+	NISCH
23166	chr3	52529354	52558512	GRCh37.p13	+	STAB1
64943	chr3	52558385	52569093	GRCh37.p13	-	NT5DC2
440957	chr3	52570002	52574586	GRCh37.p13	+	SMIM4
55193	chr3	52579368	52719866	GRCh37.p13	-	PBRM1
26354	chr3	52719936	52728513	GRCh37.p13	+	GNL3
692089	chr3	52723256	52723331	GRCh37.p13	+	SNORD19
100113381	chr3	52724754	52724846	GRCh37.p13	+	SNORD19B
692109	chr3	52726752	52726828	GRCh37.p13	+	SNORD69
55830	chr3	52728500	52740099	GRCh37.p13	-	GLT8D1
28972	chr3	52739792	52742198	GRCh37.p13	+	SPCS1
6787	chr3	52744796	52804965	GRCh37.p13	-	NEK4
100301990	chr3	52766529	52768093	GRCh37.p13	+	LOC100301990
100499399	chr3	52769312	52770828	GRCh37.p13	+	LOC100499399
101059924	chr3	52787485	52788710	GRCh37.p13	+	LOC101059924
3697	chr3	52811602	52826084	GRCh37.p13	+	ITIH1
3699	chr3	52828784	52843025	GRCh37.p13	+	ITIH3
3700	chr3	52847006	52864717	GRCh37.p13	-	ITIH4
389125	chr3	52867131	52869235	GRCh37.p13	-	MUSTN1
100526772	chr3	52867131	52931597	GRCh37.p13	-	TMEM110-MUSTN1
375346	chr3	52870772	52931597	GRCh37.p13	-	TMEM110
51460	chr3	52933221	53080089	GRCh37.p13	-	SFMBT1
101929731	chr3	53080642	53098975	GRCh37.p13	+	LOC101929731
553148	chr3	53092184	53099107	GRCh37.p13	-	SERBP1P3
91869	chr3	53122499	53164480	GRCh37.p13	-	RFT1
5580	chr3	53195223	53226733	GRCh37.p13	+	PRKCD
7086	chr3	53258723	53290130	GRCh37.p13	-	TKT
101929119	chr3	53304038	53327953	GRCh37.p13	+	LOC101929119
55802	chr3	53317443	53381654	GRCh37.p13	-	DCP1A
391539	chr3	53508684	53509175	GRCh37.p13	-	RPS25P4
776	chr3	53529076	53847179	GRCh37.p13	+	CACNA1D
101929138	chr3	53713312	53715301	GRCh37.p13	+	LOC101929138
55349	chr3	53850324	53880420	GRCh37.p13	-	CHDH
55540	chr3	53880577	53899827	GRCh37.p13	+	IL17RB
93973	chr3	53898959	53916229	GRCh37.p13	-	ACTR8
58515	chr3	53919226	53925989	GRCh37.p13	-	SELK
266954	chr3	54081687	54082846	GRCh37.p13	-	CABYRP1
55799	chr3	54156620	55108584	GRCh37.p13	+	CACNA2D3
729789	chr3	54660180	54660707	GRCh37.p13	+	RPS15P5
790952	chr3	54666151	54673884	GRCh37.p13	-	ESRG
100874237	chr3	54908632	54935282	GRCh37.p13	-	CACNA2D3-AS1
57408	chr3	54952264	55001115	GRCh37.p13	-	LRTM1
7474	chr3	55499743	55521670	GRCh37.p13	-	WNT5A
26059	chr3	55542336	56502391	GRCh37.p13	-	ERC2
711	chr3	55691234	55693497	GRCh37.p13	-	ERC2-IT1
100500875	chr3	55886520	55886622	GRCh37.p13	-	MIR3938
100873402	chr3	56219132	56219250	GRCh37.p13	+	RNA5SP133
285331	chr3	56591184	56655864	GRCh37.p13	+	CCDC66
23272	chr3	56654160	56717270	GRCh37.p13	-	FAM208A
50650	chr3	56761446	57113336	GRCh37.p13	-	ARHGEF3
100874200	chr3	56974068	56994882	GRCh37.p13	+	ARHGEF3-AS1
353324	chr3	57094469	57109460	GRCh37.p13	+	SPATA12
54756	chr3	57124010	57204345	GRCh37.p13	-	IL17RD
654382	chr3	57168131	57168830	GRCh37.p13	+	RPL19P2
8820	chr3	57231866	57261656	GRCh37.p13	-	HESX1
26060	chr3	57261765	57307499	GRCh37.p13	+	APPL1
142686	chr3	57302379	57326753	GRCh37.p13	-	ASB14
201625	chr3	57327727	57530071	GRCh37.p13	-	DNAH12
100506872	chr3	57505399	57505737	GRCh37.p13	-	RNF7P1
100131083	chr3	57516020	57516700	GRCh37.p13	-	RPS8P5
201626	chr3	57541882	57640704	GRCh37.p13	+	PDE12
378	chr3	57557090	57583215	GRCh37.p13	-	ARF4
201627	chr3	57611181	57678816	GRCh37.p13	-	DENND6A
101929159	chr3	57678932	57682378	GRCh37.p13	+	LOC101929159
7871	chr3	57741948	57915597	GRCh37.p13	+	SLMAP
100132534	chr3	57785781	57787176	GRCh37.p13	-	PDHA1P1
5488	chr3	57927409	57928275	GRCh37.p13	+	PPIAP16
2317	chr3	57994127	58157982	GRCh37.p13	+	FLNB
101929182	chr3	58148274	58156346	GRCh37.p13	-	LOC101929182
1776	chr3	58178353	58196730	GRCh37.p13	-	DNASE1L3
57406	chr3	58223233	58280463	GRCh37.p13	+	ABHD6
11102	chr3	58291972	58305920	GRCh37.p13	+	RPP14
54899	chr3	58318617	58411815	GRCh37.p13	+	PXK
5162	chr3	58413357	58419579	GRCh37.p13	-	PDHB
101929223	chr3	58457382	58470472	GRCh37.p13	+	LOC101929223
200845	chr3	58477823	58488087	GRCh37.p13	+	KCTD6
8309	chr3	58490863	58522929	GRCh37.p13	-	ACOX2
100270970	chr3	58497037	58497414	GRCh37.p13	+	RPL27P9
11170	chr3	58549841	58613337	GRCh37.p13	-	FAM107A
131177	chr3	58619670	58652575	GRCh37.p13	-	FAM3D
200844	chr3	58720199	59035804	GRCh37.p13	-	C3orf67
101929238	chr3	58810191	59004819	GRCh37.p13	+	LOC101929238
100421672	chr3	59521589	59522141	GRCh37.p13	+	LOC100421672
2272	chr3	59735036	61237133	GRCh37.p13	-	FHIT
101060206	chr3	60599883	60603834	GRCh37.p13	+	LOC101060206
100506946	chr3	60675749	60676468	GRCh37.p13	-	LOC100506946
100421730	chr3	60715786	60716375	GRCh37.p13	-	LOC100421730
100996727	chr3	60717785	60718369	GRCh37.p13	-	LOC100996727
5793	chr3	61547243	62280573	GRCh37.p13	+	PTPRG
101929296	chr3	61607730	61609382	GRCh37.p13	+	LOC101929296
100128936	chr3	61728098	61728811	GRCh37.p13	-	RPL10AP6
84099	chr3	62109097	62110392	GRCh37.p13	-	ID2B
100506994	chr3	62247494	62304622	GRCh37.p13	-	PTPRG-AS1
57415	chr3	62304648	62321888	GRCh37.p13	+	C3orf14
55079	chr3	62355347	62359190	GRCh37.p13	-	FEZF2
8618	chr3	62384021	62861064	GRCh37.p13	-	CADPS
100270930	chr3	62764847	62765463	GRCh37.p13	-	RPL14P2
389127	chr3	62912018	62912603	GRCh37.p13	+	RPS10P10
100418747	chr3	63081922	63083431	GRCh37.p13	-	KRT8P35
285401	chr3	63088364	63110738	GRCh37.p13	+	LINC00698
100129031	chr3	63188797	63189221	GRCh37.p13	-	UBL5P3
132204	chr3	63263914	63602597	GRCh37.p13	+	SYNPR
100874016	chr3	63409272	63535727	GRCh37.p13	-	SYNPR-AS1
132203	chr3	63638344	63650893	GRCh37.p13	+	SNTN
132200	chr3	63805041	63834312	GRCh37.p13	+	C3orf49
80145	chr3	63819546	63849597	GRCh37.p13	-	THOC7
6314	chr3	63849785	63989240	GRCh37.p13	+	ATXN7
100507062	chr3	63989698	63997919	GRCh37.p13	+	PSMD6-AS2
9861	chr3	63996225	64009686	GRCh37.p13	-	PSMD6
100652759	chr3	64053640	64088807	GRCh37.p13	+	PRICKLE2-AS1
100287879	chr3	64064037	64073039	GRCh37.p13	-	LINC00994
166336	chr3	64079526	64253859	GRCh37.p13	-	PRICKLE2
100874242	chr3	64089146	64092034	GRCh37.p13	+	PRICKLE2-AS2
100418955	chr3	64160077	64160823	GRCh37.p13	+	PRDX3P4
100874243	chr3	64173220	64187237	GRCh37.p13	+	PRICKLE2-AS3
101929316	chr3	64430978	64436301	GRCh37.p13	+	LOC101929316
56999	chr3	64501330	64673676	GRCh37.p13	-	ADAMTS9
101929335	chr3	64547311	64576384	GRCh37.p13	+	LOC101929335
100507098	chr3	64670546	64997143	GRCh37.p13	+	ADAMTS9-AS2
9223	chr3	65339200	66024511	GRCh37.p13	-	MAGI1
100421506	chr3	65672931	65674332	GRCh37.p13	+	ILF2P1
100270943	chr3	65829537	65830149	GRCh37.p13	+	RPL17P17
151877	chr3	65858489	65940286	GRCh37.p13	-	MAGI1-IT1
100873983	chr3	65879491	65910972	GRCh37.p13	+	MAGI1-AS1
101929433	chr3	65967543	65974031	GRCh37.p13	-	LOC101929433
115286	chr3	66271149	66429351	GRCh37.p13	+	SLC25A26
100421156	chr3	66376673	66377207	GRCh37.p13	+	DPPA4P1
26018	chr3	66429221	66551446	GRCh37.p13	-	LRIG1
100271159	chr3	66687573	66687966	GRCh37.p13	+	RPL21P41
84541	chr3	67048727	67061634	GRCh37.p13	+	KBTBD8
100422941	chr3	67275888	67275951	GRCh37.p13	+	MIR4272
8801	chr3	67410884	67705038	GRCh37.p13	-	SUCLG2
100288654	chr3	67564301	67564801	GRCh37.p13	+	NDUFB4P1
101927111	chr3	67705150	67818830	GRCh37.p13	+	LOC101927111
101927090	chr3	67878762	67890663	GRCh37.p13	-	LOC101927090
407738	chr3	68040734	68594772	GRCh37.p13	+	FAM19A1
375350	chr3	68194142	68194923	GRCh37.p13	+	COPS8P2
100131151	chr3	68682646	68683550	GRCh37.p13	-	RPLP0P8
151645	chr3	68684836	68686393	GRCh37.p13	+	PSMC1P1
151647	chr3	68780915	68981761	GRCh37.p13	-	FAM19A4
100873403	chr3	68932118	68932242	GRCh37.p13	+	RNA5SP135
285203	chr3	69024363	69063112	GRCh37.p13	-	EOGT
7110	chr3	69068978	69101484	GRCh37.p13	-	TMF1
100422859	chr3	69098109	69098186	GRCh37.p13	-	MIR3136
9039	chr3	69103881	69129524	GRCh37.p13	-	UBA3
10550	chr3	69134090	69155239	GRCh37.p13	+	ARL6IP5
56203	chr3	69156039	69171746	GRCh37.p13	-	LMOD3
23150	chr3	69219146	69435430	GRCh37.p13	-	FRMD4B
101927128	chr3	69383044	69385737	GRCh37.p13	-	LOC101927128
100131568	chr3	69519576	69521682	GRCh37.p13	-	RBM43P1
642487	chr3	69584789	69585690	GRCh37.p13	-	LOC642487
4286	chr3	69788586	70017488	GRCh37.p13	+	MITF
101927152	chr3	70048895	70064452	GRCh37.p13	+	LOC101927152
654340	chr3	70174006	70175807	GRCh37.p13	-	RNPC3P1
100128448	chr3	70189368	70189639	GRCh37.p13	+	UQCRHP4
100289131	chr3	70800218	70800623	GRCh37.p13	+	COX6CP6
100419968	chr3	70803005	70803724	GRCh37.p13	+	HMGB1P36
27086	chr3	71003865	71633140	GRCh37.p13	-	FOXP1
100302112	chr3	71591121	71591240	GRCh37.p13	-	MIR1284
101927173	chr3	71617014	71620263	GRCh37.p13	+	LOC101927173
101927593	chr3	71629972	71633189	GRCh37.p13	+	LOC101927593
317649	chr3	71728440	71803924	GRCh37.p13	-	EIF4E3
2850	chr3	71803201	71804328	GRCh37.p13	+	GPR27
60675	chr3	71820806	71834357	GRCh37.p13	-	PROK2
642802	chr3	72136041	72136811	GRCh37.p13	+	CCDC137P
285286	chr3	72141422	72149409	GRCh37.p13	-	LINC00877
201617	chr3	72200408	72223490	GRCh37.p13	+	LINC00870
23429	chr3	72423744	72495774	GRCh37.p13	-	RYBP
101927225	chr3	72733937	72741259	GRCh37.p13	-	LOC101927225
55164	chr3	72798426	72897631	GRCh37.p13	-	SHQ1
317753	chr3	72925820	72927337	GRCh37.p13	-	PSMD12P
727936	chr3	72937385	73024525	GRCh37.p13	+	GXYLT2
100420300	chr3	72978193	72978745	GRCh37.p13	+	FTH1P23
151987	chr3	73045985	73118349	GRCh37.p13	+	PPP4R2
100147767	chr3	73076962	73077021	GRCh37.p13	+	RNU7-19P
55096	chr3	73110810	73112488	GRCh37.p13	+	EBLN2
344709	chr3	73231319	73232558	GRCh37.p13	-	CCDC75P1
23024	chr3	73431582	73674072	GRCh37.p13	-	PDZRN3
101927321	chr3	73455348	73469973	GRCh37.p13	+	LOC101927321
101927296	chr3	73570303	73618881	GRCh37.p13	+	LOC101927296
101927249	chr3	73672659	73677046	GRCh37.p13	+	LOC101927249
101927346	chr3	74048956	74054760	GRCh37.p13	+	LOC101927346
442083	chr3	74150457	74152975	GRCh37.p13	+	HSP90AB5P
236	chr3	74185078	74186739	GRCh37.p13	+	AKR1B1P2
5067	chr3	74311719	74663587	GRCh37.p13	-	CNTN3
100130204	chr3	75132871	75134410	GRCh37.p13	+	NIPA2P2
653115	chr3	75263610	75264799	GRCh37.p13	+	HNRNPA3P6
9430	chr3	75377699	75388223	GRCh37.p13	-	MYLKP1
26614	chr3	75397394	75397915	GRCh37.p13	-	OR7E66P
9431	chr3	75405636	75406661	GRCh37.p13	-	OR7E22P
391548	chr3	75419563	75420513	GRCh37.p13	-	OR7E55P
100873967	chr3	75444339	75444473	GRCh37.p13	+	LSP1P2
339879	chr3	75464218	75473882	GRCh37.p13	+	ALG1L6P
692099	chr3	75470703	75484266	GRCh37.p13	-	FAM86DP
100421813	chr3	75495916	75540354	GRCh37.p13	-	ENPP7P2
100128045	chr3	75540219	75629770	GRCh37.p13	-	LOC100128045
652670	chr3	75591256	75592104	GRCh37.p13	-	RPS3AP15
402133	chr3	75647801	75648823	GRCh37.p13	-	OR7E121P
285296	chr3	75668191	75673001	GRCh37.p13	-	UNC93B3
653236	chr3	75673837	75674304	GRCh37.p13	-	RPL23AP49
100302212	chr3	75679914	75680009	GRCh37.p13	+	MIR1324
391552	chr3	75702601	75704732	GRCh37.p13	-	AGGF1P3
643255	chr3	75707666	75708289	GRCh37.p13	+	RARRES2P1
100288801	chr3	75713487	75716368	GRCh37.p13	+	FRG2C
100996350	chr3	75718010	75720761	GRCh37.p13	+	LOC100996350
401074	chr3	75721432	75728454	GRCh37.p13	+	LINC00960
100131827	chr3	75785868	75834709	GRCh37.p13	-	ZNF717
100422955	chr3	75787431	75787514	GRCh37.p13	+	MIR4273
6092	chr3	75955845	77699115	GRCh37.p13	+	ROBO2
401076	chr3	76483169	76484576	GRCh37.p13	+	CAP1P1
100310839	chr3	77365047	77366767	GRCh37.p13	-	VDAC1P7
359757	chr3	78574253	78574641	GRCh37.p13	+	MRPS17P3
6091	chr3	78646388	79817059	GRCh37.p13	-	ROBO1
100271054	chr3	78808128	78808519	GRCh37.p13	+	RPS12P6
101927374	chr3	79460877	79484377	GRCh37.p13	+	LOC101927374
100500877	chr3	79557037	79557119	GRCh37.p13	+	MIR3923
100873895	chr3	80006716	80007292	GRCh37.p13	-	HMGB1P38
100130821	chr3	80212487	80214118	GRCh37.p13	+	OSBPL9P1
100129557	chr3	80265411	80266414	GRCh37.p13	+	HNRNPA3P8
728290	chr3	81042985	81144576	GRCh37.p13	+	LOC728290
2632	chr3	81538850	81810950	GRCh37.p13	-	GBE1
100419178	chr3	81661389	81661956	GRCh37.p13	-	SETP6
100271040	chr3	82368367	82368965	GRCh37.p13	-	RPL7AP23
83528	chr3	82854162	82857307	GRCh37.p13	-	CYP51P1
101927439	chr3	83267383	83322283	GRCh37.p13	+	LOC101927439
100420834	chr3	83986207	83988189	GRCh37.p13	+	SRRM1P2
440970	chr3	84687556	84918726	GRCh37.p13	-	LINC00971
100130326	chr3	84740820	84741742	GRCh37.p13	-	LOC100130326
253559	chr3	85008133	86123579	GRCh37.p13	+	CADM2
100847077	chr3	85434860	85434942	GRCh37.p13	+	MIR5688
100874037	chr3	85849137	85877200	GRCh37.p13	-	CADM2-AS2
100874038	chr3	86041333	86077157	GRCh37.p13	-	CADM2-AS1
100422711	chr3	86061711	86064469	GRCh37.p13	+	PRKRIRP2
101927494	chr3	86531093	86546146	GRCh37.p13	+	LOC101927494
101927518	chr3	86708254	86768598	GRCh37.p13	+	LOC101927518
389136	chr3	86987123	87040412	GRCh37.p13	-	VGLL3
285232	chr3	87098348	87102019	GRCh37.p13	+	LOC285232
100289640	chr3	87100345	87101888	GRCh37.p13	-	PPATP1
100616161	chr3	87275339	87275427	GRCh37.p13	-	MIR4795
25978	chr3	87276413	87304698	GRCh37.p13	+	CHMP2B
5449	chr3	87308783	87325737	GRCh37.p13	-	POU1F1
402134	chr3	87372346	87374056	GRCh37.p13	+	KRT8P25
100129005	chr3	87643956	87644534	GRCh37.p13	+	APOOP2
643766	chr3	87679228	87680815	GRCh37.p13	-	PSMC1P6
3355	chr3	87841929	88043964	GRCh37.p13	+	HTR1F
8545	chr3	88101100	88199016	GRCh37.p13	-	CGGBP1
55279	chr3	88108394	88193814	GRCh37.p13	+	ZNF654
100151661	chr3	88144432	88145154	GRCh37.p13	-	CBX5P1
285237	chr3	88198875	88207115	GRCh37.p13	+	C3orf38
344653	chr3	88366241	88368171	GRCh37.p13	+	ABCF2P1
100506944	chr3	88387565	88516299	GRCh37.p13	+	LOC100506944
100130327	chr3	88650211	88650549	GRCh37.p13	+	NDUFA5P5
728432	chr3	88997548	89000075	GRCh37.p13	+	NARG2P2
100421236	chr3	89096595	89097582	GRCh37.p13	-	GAPDHP50
2042	chr3	89156674	89531284	GRCh37.p13	+	EPHA3
5628	chr3	90250256	90291214	GRCh37.p13	-	PROSP
5627	chr3	93591881	93692934	GRCh37.p13	-	PROS1
200894	chr3	93698983	93774522	GRCh37.p13	+	ARL13B
100129555	chr3	93706790	93707906	GRCh37.p13	-	HMGN1P7
415117	chr3	93733078	93747460	GRCh37.p13	-	STX19
200895	chr3	93776766	93782233	GRCh37.p13	-	DHFRL1
63899	chr3	93781855	93845630	GRCh37.p13	+	NSUN3
100420527	chr3	93794755	93796018	GRCh37.p13	-	RBBP4P2
389137	chr3	94224382	94226494	GRCh37.p13	-	ARMC10P1
728505	chr3	94654443	94657128	GRCh37.p13	-	WDR82P1
255025	chr3	94657107	94710172	GRCh37.p13	+	LINC00879
100271076	chr3	94890940	94891221	GRCh37.p13	+	RPS18P6
100287639	chr3	95373267	95402037	GRCh37.p13	-	MTHFD2P1
644063	chr3	96068398	96069787	GRCh37.p13	+	HNRNPKP4
391556	chr3	96285139	96286420	GRCh37.p13	+	LOC391556
100463498	chr3	96336030	96337067	GRCh37.p13	-	MTRNR2L12
644082	chr3	96338113	96338718	GRCh37.p13	+	RPL18AP8
100131442	chr3	96472025	96473528	GRCh37.p13	+	RCC2P5
100129736	chr3	96495779	96496531	GRCh37.p13	+	CDV3P1
285220	chr3	96533425	97467786	GRCh37.p13	+	EPHA6
101929278	chr3	97131353	97148306	GRCh37.p13	-	LOC101929278
84100	chr3	97483365	97520086	GRCh37.p13	+	ARL6
101929298	chr3	97483868	97540611	GRCh37.p13	-	LOC101929298
131544	chr3	97540537	97663830	GRCh37.p13	+	CRYBG3
84864	chr3	97660661	97691295	GRCh37.p13	-	MINA
200959	chr3	97705527	97754148	GRCh37.p13	-	GABRR3
79491	chr3	97771737	97772662	GRCh37.p13	+	OR5BM1P
81431	chr3	97783315	97784236	GRCh37.p13	+	OR5AC1
81050	chr3	97806017	97806946	GRCh37.p13	+	OR5AC2
403271	chr3	97823598	97824513	GRCh37.p13	+	OR5AC4P
100009669	chr3	97838117	97838819	GRCh37.p13	+	POU5F1P7
26341	chr3	97851542	97852483	GRCh37.p13	+	OR5H1
403273	chr3	97868230	97869162	GRCh37.p13	+	OR5H14
403274	chr3	97887544	97888485	GRCh37.p13	+	OR5H15
79297	chr3	97916055	97916982	GRCh37.p13	+	OR5H5P
79309	chr3	97926267	97927185	GRCh37.p13	+	OR5H3P
79299	chr3	97940883	97941810	GRCh37.p13	+	OR5H4P
101929320	chr3	97954550	97956211	GRCh37.p13	-	LOC101929320
79291	chr3	97957196	97958122	GRCh37.p13	+	OR5H7P
79295	chr3	97983129	97984106	GRCh37.p13	+	OR5H6
79310	chr3	98001732	98002676	GRCh37.p13	+	OR5H2
79289	chr3	98030757	98031684	GRCh37.p13	+	OR5H8P
403278	chr3	98072698	98073663	GRCh37.p13	+	OR5K4
403277	chr3	98109510	98110475	GRCh37.p13	+	OR5K3
100130484	chr3	98152808	98153688	GRCh37.p13	+	UBFD1P1
26339	chr3	98188421	98189372	GRCh37.p13	+	OR5K1
402135	chr3	98216525	98217475	GRCh37.p13	+	OR5K2
56650	chr3	98219628	98241910	GRCh37.p13	-	CLDND1
100130963	chr3	98243860	98244193	GRCh37.p13	-	RPL38P4
2838	chr3	98250743	98251994	GRCh37.p13	+	GPR15
1371	chr3	98296677	98312470	GRCh37.p13	-	CPOX
100131527	chr3	98338920	98339540	GRCh37.p13	+	RPL19P7
339843	chr3	98376453	98379611	GRCh37.p13	+	WWP1P1
100874207	chr3	98433174	98451495	GRCh37.p13	-	ST3GAL6-AS1
10402	chr3	98451080	98514689	GRCh37.p13	+	ST3GAL6
100419185	chr3	98501053	98502034	GRCh37.p13	+	PDLIM1P4
131566	chr3	98514814	98620566	GRCh37.p13	-	DCBLD2
100873741	chr3	98523822	98523928	GRCh37.p13	-	RNU6-8
100506377	chr3	98699902	98701876	GRCh37.p13	+	LINC00973
100418920	chr3	98934070	98934877	GRCh37.p13	-	LOC100418920
1295	chr3	99357440	99518061	GRCh37.p13	+	COL8A1
101929357	chr3	99535476	99542709	GRCh37.p13	-	LOC101929357
84319	chr3	99536678	99897476	GRCh37.p13	+	CMSS1
11259	chr3	99551988	99833349	GRCh37.p13	-	FILIP1L
100506400	chr3	99644493	99644734	GRCh37.p13	-	LOC100506400
100500859	chr3	99683158	99683242	GRCh37.p13	-	MIR3921
644444	chr3	99904668	99913030	GRCh37.p13	+	TMEM30C
100420473	chr3	99940127	99942702	GRCh37.p13	-	LOC100420473
391559	chr3	99944218	99944914	GRCh37.p13	+	VTI1BP1
55773	chr3	99979661	100044096	GRCh37.p13	+	TBC1D23
56954	chr3	100053483	100075844	GRCh37.p13	+	NIT2
9868	chr3	100082303	100120242	GRCh37.p13	-	TOMM70A
348801	chr3	100120037	100175170	GRCh37.p13	+	LNP1
55076	chr3	100211463	100296297	GRCh37.p13	+	TMEM45A
84873	chr3	100328433	100414323	GRCh37.p13	+	GPR128
100499251	chr3	100383894	100384320	GRCh37.p13	-	GMFBP1
10342	chr3	100428128	100467811	GRCh37.p13	+	TFG
25890	chr3	100468179	100712336	GRCh37.p13	-	ABI3BP
100421580	chr3	100629821	100631007	GRCh37.p13	-	LOC100421580
100128020	chr3	100881938	100882883	GRCh37.p13	+	ACTR3P3
50939	chr3	100941390	101039419	GRCh37.p13	-	IMPG2
57337	chr3	101043049	101232085	GRCh37.p13	-	SENP7
7661	chr3	101076137	101077477	GRCh37.p13	+	ZNF90P1
100287852	chr3	101133112	101133477	GRCh37.p13	+	LOC100287852
643412	chr3	101175829	101176690	GRCh37.p13	-	BTF3P16
131909	chr3	101237711	101242731	GRCh37.p13	+	FAM172BP
54931	chr3	101280680	101285290	GRCh37.p13	+	TRMT10C
57092	chr3	101292997	101313281	GRCh37.p13	+	PCNP
100131863	chr3	101295295	101295834	GRCh37.p13	-	RPS18P5
391560	chr3	101318083	101318488	GRCh37.p13	-	RPL32P7
27107	chr3	101368283	101395988	GRCh37.p13	-	ZBTB11
100009676	chr3	101395274	101398061	GRCh37.p13	+	ZBTB11-AS1
6152	chr3	101399934	101405564	GRCh37.p13	-	RPL24
285359	chr3	101431278	101432260	GRCh37.p13	+	PDCL3P4
79598	chr3	101443436	101489404	GRCh37.p13	+	CEP97
91775	chr3	101498029	101547075	GRCh37.p13	+	NXPE3
